2024-2-29 10:22:27-log: Cannot access game frame or container.
2024-2-29 10:22:27-debug: asset-db:require-engine-code (1704ms)
2024-2-29 10:22:28-debug: [Assets Memory track]: asset-db-plugin-register: programming start:93.29MB, end 96.79MB, increase: 3.50MB
2024-2-29 10:22:28-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:96.84MB, end 100.43MB, increase: 3.59MB
2024-2-29 10:22:28-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:22.36MB, end 92.68MB, increase: 70.32MB
2024-2-29 10:22:28-log: Cocos Creator v3.8.1
2024-2-29 10:22:28-debug: [Assets Memory track]: asset-db-plugin-enable: project start:96.96MB, end 100.43MB, increase: 3.48MB
2024-2-29 10:22:28-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:92.68MB, end 100.44MB, increase: 7.75MB
2024-2-29 10:22:28-debug: asset-db:worker-init: initPlugin (293ms)
2024-2-29 10:22:28-debug: [Assets Memory track]: asset-db:worker-init start:22.36MB, end 95.18MB, increase: 72.82MB
2024-2-29 10:22:28-debug: Run asset db hook programming:beforePreStart ...
2024-2-29 10:22:28-debug: Run asset db hook programming:beforePreStart success!
2024-2-29 10:22:28-debug: Run asset db hook engine-extends:beforePreStart success!
2024-2-29 10:22:29-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunksbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-planar-shadow\fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-planar-shadow\vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-reflectmap\fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-shadowmap\fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-shadowmap\vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\fsr.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\hbao.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\pipeline\deferred-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\builtin-standard.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\pipeline\forward-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:30-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\builtin-reflection-probe-preview.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:31-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\builtin-terrain.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:31-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\builtin-toon.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:32-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\builtin-unlit.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:38-debug: [Assets Memory track]: asset-db-plugin-enable: builder start:139.10MB, end 305.83MB, increase: 166.73MB
2024-2-29 10:22:32-debug: run package(builder) handler(enable) start
2024-2-29 10:22:38-debug: run package(builder) handler(enable) success!
2024-2-29 10:22:38-debug: run package(shortcuts) handler(enable) success!
2024-2-29 10:22:38-debug: run package(animation-graph) handler(enable) start
2024-2-29 10:22:38-debug: run package(shortcuts) handler(enable) start
2024-2-29 10:22:38-debug: run package(animation-graph) handler(enable) success!
2024-2-29 10:22:38-debug: run package(about) handler(enable) success!
2024-2-29 10:22:38-debug: run package(about) handler(enable) start
2024-2-29 10:22:38-debug: run package(assets) handler(enable) start
2024-2-29 10:22:38-debug: run package(console) handler(enable) start
2024-2-29 10:22:38-debug: run package(assets) handler(enable) success!
2024-2-29 10:22:38-debug: run package(crash-reporter) handler(enable) start
2024-2-29 10:22:38-debug: run package(console) handler(enable) success!
2024-2-29 10:22:38-debug: run package(crash-reporter) handler(enable) success!
2024-2-29 10:22:38-debug: run package(extension) handler(enable) start
2024-2-29 10:22:38-debug: run package(extension) handler(enable) success!
2024-2-29 10:22:38-debug: run package(hierarchy) handler(enable) start
2024-2-29 10:22:38-debug: run package(hierarchy) handler(enable) success!
2024-2-29 10:22:38-debug: run package(inspector) handler(enable) start
2024-2-29 10:22:38-debug: run package(inspector) handler(enable) success!
2024-2-29 10:22:38-debug: run package(light-probe) handler(enable) start
2024-2-29 10:22:38-debug: run package(light-probe) handler(enable) success!
2024-2-29 10:22:38-debug: run package(lightmap) handler(enable) success!
2024-2-29 10:22:38-debug: run package(node-library) handler(enable) start
2024-2-29 10:22:38-debug: run package(node-library) handler(enable) success!
2024-2-29 10:22:38-debug: run package(lightmap) handler(enable) start
2024-2-29 10:22:38-debug: run package(package-asset) handler(enable) start
2024-2-29 10:22:38-debug: run package(package-asset) handler(enable) success!
2024-2-29 10:22:38-debug: run package(process) handler(enable) success!
2024-2-29 10:22:38-debug: run package(reference-image) handler(enable) start
2024-2-29 10:22:38-debug: run package(process) handler(enable) start
2024-2-29 10:22:38-debug: run package(reflection-probe) handler(enable) start
2024-2-29 10:22:38-debug: run package(reflection-probe) handler(enable) success!
2024-2-29 10:22:38-debug: run package(engine-extends) handler(enable) start
2024-2-29 10:22:38-debug: run package(engine-extends) handler(enable) success!
2024-2-29 10:22:38-debug: run package(adsense-h5g-plugin) handler(enable) success!
2024-2-29 10:22:38-debug: run package(adsense-h5g-plugin) handler(enable) start
2024-2-29 10:22:38-debug: run package(reference-image) handler(enable) success!
2024-2-29 10:22:38-debug: run package(alipay-mini-game) handler(enable) start
2024-2-29 10:22:38-debug: run package(android) handler(enable) start
2024-2-29 10:22:38-debug: run package(android) handler(enable) success!
2024-2-29 10:22:38-debug: run package(alipay-mini-game) handler(enable) success!
2024-2-29 10:22:38-debug: run package(bytedance-mini-game) handler(enable) success!
2024-2-29 10:22:38-debug: run package(bytedance-mini-game) handler(enable) start
2024-2-29 10:22:38-debug: run package(certificate) handler(enable) start
2024-2-29 10:22:38-debug: run package(certificate) handler(enable) success!
2024-2-29 10:22:38-debug: run package(channel-upload-tools) handler(enable) success!
2024-2-29 10:22:38-debug: run package(fb-instant-games) handler(enable) start
2024-2-29 10:22:38-debug: run package(fb-instant-games) handler(enable) success!
2024-2-29 10:22:38-debug: run package(huawei-agc) handler(enable) start
2024-2-29 10:22:38-debug: run package(huawei-agc) handler(enable) success!
2024-2-29 10:22:38-debug: run package(huawei-quick-game) handler(enable) start
2024-2-29 10:22:38-debug: run package(huawei-quick-game) handler(enable) success!
2024-2-29 10:22:38-debug: run package(ios) handler(enable) start
2024-2-29 10:22:38-debug: run package(ios) handler(enable) success!
2024-2-29 10:22:38-debug: run package(linux) handler(enable) success!
2024-2-29 10:22:38-debug: run package(channel-upload-tools) handler(enable) start
2024-2-29 10:22:38-debug: run package(linux) handler(enable) start
2024-2-29 10:22:38-debug: run package(mac) handler(enable) start
2024-2-29 10:22:38-debug: run package(mac) handler(enable) success!
2024-2-29 10:22:38-debug: run package(native) handler(enable) success!
2024-2-29 10:22:38-debug: run package(native) handler(enable) start
2024-2-29 10:22:38-debug: run package(ohos) handler(enable) start
2024-2-29 10:22:38-debug: run package(openharmony) handler(enable) start
2024-2-29 10:22:38-debug: run package(openharmony) handler(enable) success!
2024-2-29 10:22:38-debug: run package(ohos) handler(enable) success!
2024-2-29 10:22:38-debug: run package(oppo-mini-game) handler(enable) start
2024-2-29 10:22:38-debug: run package(oppo-mini-game) handler(enable) success!
2024-2-29 10:22:38-debug: run package(runtime-dev-tools) handler(enable) start
2024-2-29 10:22:38-debug: run package(runtime-dev-tools) handler(enable) success!
2024-2-29 10:22:38-debug: run package(taobao-creative-app) handler(enable) success!
2024-2-29 10:22:38-debug: run package(taobao-creative-app) handler(enable) start
2024-2-29 10:22:38-debug: run package(taobao-mini-game) handler(enable) start
2024-2-29 10:22:38-debug: run package(taobao-mini-game) handler(enable) success!
2024-2-29 10:22:38-debug: run package(vivo-mini-game) handler(enable) success!
2024-2-29 10:22:38-debug: run package(vivo-mini-game) handler(enable) start
2024-2-29 10:22:38-debug: run package(web-desktop) handler(enable) success!
2024-2-29 10:22:38-debug: run package(web-desktop) handler(enable) start
2024-2-29 10:22:38-debug: run package(web-mobile) handler(enable) start
2024-2-29 10:22:38-debug: run package(web-mobile) handler(enable) success!
2024-2-29 10:22:38-debug: run package(wechatgame) handler(enable) start
2024-2-29 10:22:38-debug: run package(wechatprogram) handler(enable) start
2024-2-29 10:22:38-debug: run package(wechatprogram) handler(enable) success!
2024-2-29 10:22:38-debug: run package(wechatgame) handler(enable) success!
2024-2-29 10:22:38-debug: run package(windows) handler(enable) start
2024-2-29 10:22:38-debug: run package(xiaomi-quick-game) handler(enable) start
2024-2-29 10:22:38-debug: run package(xiaomi-quick-game) handler(enable) success!
2024-2-29 10:22:38-debug: run package(windows) handler(enable) success!
2024-2-29 10:22:38-debug: run package(cocos-service) handler(enable) start
2024-2-29 10:22:38-debug: run package(im-plugin) handler(enable) start
2024-2-29 10:22:38-debug: run package(im-plugin) handler(enable) success!
2024-2-29 10:22:38-debug: run package(cocos-service) handler(enable) success!
2024-2-29 10:22:38-debug: run package(placeholder) handler(enable) success!
2024-2-29 10:22:38-debug: run package(placeholder) handler(enable) start
2024-2-29 10:22:38-debug: run package(information) handler(register) start
2024-2-29 10:22:38-debug: run package(information) handler(register) success!
2024-2-29 10:22:38-debug: run package(information) handler(disable) success!
2024-2-29 10:22:38-debug: run package(information) handler(disable) start
2024-2-29 10:22:38-debug: run package(information) handler(enable) start
2024-2-29 10:22:38-debug: run package(information) handler(enable) success!
2024-2-29 10:22:38-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\car-paint.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:39-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\eye.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:40-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\fabric.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:41-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\glass.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:42-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\hair.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:43-debug: run package(cocos-service) handler(register) start
2024-2-29 10:22:43-debug: run package(cocos-service) handler(register) success!
2024-2-29 10:22:43-debug: run package(cocos-service) handler(disable) start
2024-2-29 10:22:43-debug: run package(cocos-service) handler(disable) success!
2024-2-29 10:22:43-debug: run package(cocos-service) handler(enable) start
2024-2-29 10:22:43-debug: run package(cocos-service) handler(enable) success!
2024-2-29 10:22:43-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\leaf.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:44-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\simple-skin.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:44-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\skin.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:44-debug: run package(im-plugin) handler(register) start
2024-2-29 10:22:45-debug: run package(im-plugin) handler(register) success!
2024-2-29 10:22:45-debug: run package(im-plugin) handler(disable) start
2024-2-29 10:22:45-debug: run package(im-plugin) handler(enable) start
2024-2-29 10:22:45-debug: run package(im-plugin) handler(disable) success!
2024-2-29 10:22:45-debug: run package(im-plugin) handler(enable) success!
2024-2-29 10:22:45-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\sky.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:45-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\advanced\water.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-spine.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-sprite-renderer.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-sprite.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\builtin-camera-texture.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\builtin-clear-stencil.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\builtin-debug-renderer.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\builtin-geometry-renderer.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\builtin-graphics.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\builtin-occlusion-query.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\builtin-reflection-deferred.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\builtin-wireframe.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\legacy\standard.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:46-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\legacy\terrain.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:47-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\legacy\toon.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:47-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\particles\builtin-billboard.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:47-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-gpu.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:48-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-trail.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:48-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-xr-trail.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:48-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:48-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\cluster-build.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:48-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\cluster-culling.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:48-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\copy-pass.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:48-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\deferred-lighting.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\float-output-process.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\planar-shadow.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\skybox.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\smaa.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\ssss-blur.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\tonemap.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\batched-unlit.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\profiler.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\sequence-anim.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\splash-screen.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\box-height-light.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\gizmo.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid-2d.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid-stroke.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:49-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\light-probe-visualization.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\light.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-circle-brush.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-image-brush.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-select-brush.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\blit-screen.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\bloom.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\color-grading.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\fsr.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\fxaa-hq.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:50-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\hbao.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:51-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\post-final.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:51-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\taa.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:51-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\dcc\imported-metallic-roughness.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:51-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\dcc\imported-specular-glossiness.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:51-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\houdini-fluid-v3-liquid.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:52-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\houdini-rigidbody-v2.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:53-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\houdini-softbody-v3.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:54-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\zeno-fluid-liquid.effectbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:54-debug: %cImport%c: D:\Courses\Cocos\Cocos Creators\3.8.1\resources\resources\3d\engine\editor\assets\tools\debug-view-runtime-control.tsbackground: #aaff85; color: #000;color: #000;
2024-2-29 10:22:54-debug: Preimport db internal success
2024-2-29 10:22:54-debug: start asset-db(assets)...
2024-2-29 10:22:54-debug: start asset-db(assets) with asset: 0
2024-2-29 10:22:54-debug: Run asset db hook programming:afterPreStart ...
2024-2-29 10:22:54-debug: asset-db:worker-startup-database[assets] (16ms)
2024-2-29 10:22:55-debug: Set detail map pack:///resolution-detail-map.json: {}
2024-2-29 10:22:55-debug: Run asset db hook programming:afterPreStart success!
2024-2-29 10:22:55-debug: Run asset db hook engine-extends:afterPreStart ...
2024-2-29 10:22:55-debug: asset-db-hook-programming-afterPreStart (768ms)
2024-2-29 10:22:56-debug: recompile effect.bin success
